id,uid,country,country_id,state,state_id,city,street,open_time,close_time,lat,lng,timezone
153,p8ze6,Portugal,190,Porto,30,Oporto,das Carmelitas,11:00:00,02:00:00,41.146003,-8.613643,Europe/Lisbon
156,nq0t3,China,36,,NULL,Beijing,三里屯酒吧街北街西侧同里1楼,10:00:00,04:00:00,39.936406,116.454317,Asia/Shanghai
157,m1o3j,Portugal,190,Porto,30,Oporto,das Oliveiras,12:00:00,02:00:00,41.14896,-8.61515,Europe/Lisbon
283,b4h6n,China,36,,NULL,Beijing,广顺北大街望京西园四区423号韩国美食城2层,10:30:00,04:00:00,39.995988,116.468483,Asia/Shanghai
284,2hns4,China,36,,NULL,Beijing,东直门外新中街甲3号蜂巢剧场1层,10:00:00,01:00:00,39.940462,116.439328,Asia/Shanghai
285,dr8at,China,36,Beijing,NULL,Beijing,Workers' Stadium N,08:00:00,07:59:00,39.933561,116.452662,Asia/Shanghai
287,h41jf,China,36,,NULL,Beijing,北京市朝阳区新东路8号首开铂郡,10:00:00,02:00:00,39.939189,116.450169,Asia/Shanghai
288,rqg1r,China,36,Beijing,NULL,Beijing,Xiushui,09:00:00,00:00:00,39.910214,116.44399,Asia/Shanghai
289,2ol7f,China,36,Beijing,NULL,Beijing,Bo Jun South,NULL,NULL,39.910214,116.44399,Asia/Shanghai
290,qpsnc,China,36,Beijing,NULL,Beijing,Shuanghuayuan ,17:30:00,03:00:00,39.899596,116.465468,Asia/Shanghai
295,xc9p6,China,36,Beijing,NULL,Beijing,guanghua road,11:00:00,23:00:00,39.915531,116.454208,Asia/Shanghai
304,tzh1e,China,36,Beijing,NULL,Beijing,Xiushui,10:30:00,01:00:00,39.908844,116.449802,Asia/Shanghai
306,9yty8,China,36,Beijing,NULL,Beijing,Jiangtai West Road,09:00:00,02:00:00,39.97479,116.475215,Asia/Shanghai
307,cemod,China,36,Beijing,NULL,Beijing,东三环北路乙8号,10:00:00,01:30:00,39.939365,116.458693,Asia/Shanghai
308,a20aw,China,36,Beijing,NULL,Beijing,Gongti,17:00:00,02:00:00,39.732923,115.959964,Asia/Shanghai
311,g6h3q,China,36,Beijing,NULL,Beijing,Fangyuan West Road,08:30:00,02:00:00,39.97617,116.480157,Asia/Shanghai
312,g8iek,China,36,Beijing,NULL,Beijing,天力街19号院4号楼01、02、03号,10:00:00,01:00:00,31.17132,121.422883,Asia/Shanghai
313,u2sqh,China,36,Beijing,NULL,Beijing,将台路丽都饭店对面,11:00:00,02:00:00,39.972605,116.490179,Asia/Shanghai
314,x72mw,China,36,Beijing 北京,38,Beijing,Chunxiu Road Unit,11:00:00,04:00:00,39.940739,116.44285,Asia/Shanghai
315,tu1ux,China,36,Beijing,NULL,Beijing,Jiu Xian Qiao,10:00:00,22:00:00,39.970036,116.491593,Asia/Shanghai
316,ia1et,China,36,Beijing,NULL,Beijing,East 3rd Ring Road North,09:30:00,02:00:00,39.918805,116.459037,Asia/Shanghai
317,cpd27,China,36,Beijing,NULL,Beijing,workers stadium of Beijing,12:00:00,23:00:00,39.931167,116.448603,Asia/Shanghai
318,wyqc8,China,36,Beijing,NULL,Beijing,北京市朝阳区三里屯南29号楼1单元101底商,17:00:00,02:00:00,39.9363,116.453621,Asia/Shanghai
319,si3u1,China,36,Beijing,NULL,Beijing,Jiangtai West Road,10:00:00,22:00:00,39.972634,116.478145,Asia/Shanghai
320,wxy60,China,36,Beijing,NULL,Beijing,Dongzhimen Outer Street,10:00:00,23:00:00,39.941817,116.445586,Asia/Shanghai
321,a66oh,China,36,Beijing,NULL,Beijing,朝阳区新东路14号 20,12:00:00,05:00:00,39.931142,116.448624,Asia/Shanghai
322,wif8o,China,36,Beijing,NULL,Beijing,San Li Tun,10:00:00,03:00:00,39.944397,116.453556,Asia/Shanghai
323,rrg9i,China,36,Beijing,NULL,Beijing,Yu Gang Road,15:00:00,01:00:00,39.933785,117.087745,Asia/Shanghai
324,f59kv,China,36,Beijing,NULL,Beijing,三里屯街道3-3西门对面,17:00:00,23:00:00,39.932085,116.438439,Asia/Shanghai
325,koknw,Argentina,194,Buenos Aires (Provincia),163,Quilmes,Lavalle,18:00:00,03:00:00,-34.726074,-58.253986,America/Buenos_Aires
328,ed81c,Portugal,190,Braga,39,Guimarães,Praça de Santiago,12:30:00,02:00:00,41.44314,-8.29297,Europe/Lisbon
330,b2crr,China,36,Beijing,NULL,Beijing,Baoxing,11:00:00,02:00:00,39.932421,116.459111,Asia/Shanghai
333,re6ur,China,36,Beijing,NULL,Beijing,北京市顺义区后沙峪新国展南门向南500米,10:00:00,02:00:00,40.062975,116.54958,Asia/Shanghai
336,hgzcr,Portugal,190,Coimbra,60,Coimbra,Republic square,10:00:00,05:00:00,38.737224,-9.146043,Europe/Lisbon
339,db33n,China,36,Beijing,NULL,Beijing,北京市朝阳区望京悠乐会与广顺南大街交叉口,16:30:00,02:00:00,39.988036,116.478185,Asia/Shanghai
340,kngr4,China,36,Beijing,NULL,Beijing,北京市朝阳区望京西路北小河公园东门向北300米,17:00:00,02:00:00,39.987768,116.503905,Asia/Shanghai
342,zo4rb,Brazil,24,São Paulo,34,São Paulo,R. Cesario Galero,NULL,NULL,-23.53535,-46.559899,Brazil/East
343,97bbi,Brazil,24,São Paulo,34,São Paulo,Av. Celso Garcia,NULL,NULL,-23.533795,-46.566602,Brazil/Acre
344,uqkya,Brazil,24,São Paulo,34,São Paulo,R. Santa Maria,NULL,NULL,-23.531682,-46.567106,Brazil/Acre
345,klknd,China,36,Beijing,NULL,Beijing,阜安西路合生麒麟社8号楼底商,16:00:00,03:00:00,39.999019,116.478377,Asia/Shanghai
346,j6duw,Brazil,24,São Paulo,34,São Paulo,R. da Mooca,NULL,NULL,-23.554005,-46.61348,Brazil/Acre
347,zkqr9,Brazil,24,São Paulo,34,São Paulo,R. 21 de Abril,NULL,NULL,-23.541929,-46.606193,Brazil/Acre
352,1dakv,Brazil,24,São Paulo,34,São Paulo, Dr. Albuquerque Lins,NULL,NULL,-23.539021,-46.658095,America/Sao_Paulo
353,o5m4o,Portugal,190,Coimbra,60,Coimbra,Rua Borges Carneiro,21:00:00,04:30:00,40.20913,-8.42652,Europe/Lisbon
354,fipr9,Portugal,190,Coimbra,60,Figueira da Foz,Rua Candido Reis,18:00:00,04:30:00,40.150155,-8.864011,Europe/Lisbon
366,va555,Portugal,190,Faro,45,Faro,Praça Soares da Costa,17:00:00,06:00:00,37.077727,-8.103212,Europe/Lisbon
368,5bujm,Portugal,190,Coimbra,60,Coimbra, do Cabido,22:00:00,04:30:00,40.209022,-8.426856,Europe/Lisbon
371,9yfiw,Canada,195,Quebec,46,Montréal,Avenue Labatt,NULL,NULL,45.425289,-73.64415,America/Toronto
373,6ry4v,Canada,195,British Columbia,47,Vancouver,Granville,16:00:00,03:00:00,49.28051,-123.119887,America/Vancouver
374,9latt,Germany,64,Berlin Districts,8,Berlin,1,NULL,NULL,1,1,Europe/Berlin
420,uat16,China,36,Beijing,NULL,Beijing,工体北路4号北京机电院10号1层,11:00:00,02:00:00,39.937617,116.455473,Asia/Shanghai
423,5xh9c,Canada,195,Quebec,46,Montréal,Ontario E,15:00:00,03:00:00,45.524709,-73.553407,America/Toronto
425,1n232,Canada,195,British Columbia,47,Vancouver,Granville,16:00:00,03:00:00,49.28051,-123.119887,America/Vancouver
426,j9uo1,Canada,195,Quebec,46,Montréal,Masson,16:00:00,03:00:00,45.547007,-73.575575,America/Toronto
427,vk1xj,Canada,195,Quebec,46,Montréal,du Mont-Royal,15:00:00,03:00:00,45.528318,-73.578543,America/Toronto
430,sot74,Canada,195,Quebec,46,Montréal,Ontario E,16:00:00,03:00:00,45.550112,-73.543783,America/Toronto
431,o84n3,Canada,195,Quebec,46,Montréal,Saint-Denis,16:00:00,03:00:00,45.54078,-73.624541,America/Toronto
432,7dtbp,Canada,195,Quebec,46,Montréal,Crescent,12:00:00,02:00:00,45.497743,-73.579031,America/Toronto
433,0xyu9,Canada,195,Quebec,46,Montréal,Masson,16:00:00,03:00:00,45.549646,-73.573385,America/Toronto
434,2vkt4,Canada,195,Quebec,46,Montréal,St Jacques,16:00:00,03:15:00,45.505714,-73.554829,America/Toronto
435,c4nrj,Canada,195,Quebec,46,Montréal,St Jacques,11:00:00,04:00:00,45.505484,-73.559221,America/Toronto
440,ilj5v,Canada,195,Quebec,46,Montréal,Crescent,11:30:00,03:00:00,45.497898,-73.578884,America/Toronto
443,8hltk,Canada,195,Quebec,46,Montréal,Rue Notre-Dame O,15:00:00,03:00:00,45.467583,-73.598087,America/Toronto
444,fdsmp,Canada,195,Quebec,46,Montréal, Rue Notre-Dame O,15:00:00,03:00:00,45.472806,-73.590933,America/Toronto
465,tdr7l,Germany,64,Bavaria,151,Nuremberg,a,03:00:00,22:00:00,50.900931,4.48639,Europe/Brussels
466,mezd2,Canada,195,Quebec,46,Montréal,St Paul E,16:00:00,03:00:00,45.505791,-73.555535,America/Toronto
472,a2gmg,Canada,195,Quebec,46,Montréal,Rue St Denis,11:00:00,00:00:00,45.515106,-73.563022,America/Toronto
474,fnaqh,Canada,195,Quebec,46,Montréal,Rachel E,08:00:00,08:01:00,45.522854,-73.577479,America/Toronto
484,441r1,Belgium,191,West Flanders,63,Sint-Kruis,Maalse Steenweg,08:30:00,22:00:00,51.208236,3.26401,Europe/Brussels
520,8tyuu,Brazil,24,São Paulo,34,São Paulo,,NULL,NULL,0,0,America/Sao_Paulo
521,hbnw5,Brazil,24,São Paulo,34,São Paulo,Derech Yotam,00:00:00,00:00:00,0.134564,0.134565,America/Sao_Paulo
522,fuit3,Brazil,24,São Paulo,34,São Paulo,1123,00:00:00,00:00:00,0.12345,0.123456,America/Sao_Paulo
553,jukwe,Brazil,24,São Paulo,34,São Paulo,Av. Olavo Fontoura,07:00:00,04:00:00,-23.513361,-46.631274,America/Sao_Paulo
554,sux0q,Brazil,24,São Paulo,34,São Paulo,Av. São João,11:00:00,05:00:00,-23.541924,-46.63994,America/Sao_Paulo
556,0udak,Brazil,24,São Paulo,34,São Paulo,Alameda Itu,11:30:00,00:00:00,-23.560891,-46.662763,America/Sao_Paulo
557,b7og1,Brazil,24,São Paulo,34,São Paulo,R. Capitao Pacheco e Chaves,10:00:00,23:00:00,-23.579762,-46.594493,America/Sao_Paulo
558,rv9ne,Brazil,24,São Paulo,34,São Paulo,Av. Dr. Antônio Maria Laet,10:00:00,23:30:00,-23.479652,-46.602429,America/Sao_Paulo
630,bhacf,Brazil,24,São Paulo,34,São Paulo,R. Tito,07:00:00,23:00:00,-23.528469,-46.702999,America/Sao_Paulo
631,hz2sv,Brazil,24,São Paulo,34,São Paulo,R. Doutor Cesario Mota Junior,07:00:00,NULL,-23.54704,-46.648903,America/Sao_Paulo
632,qy8p6,Brazil,24,São Paulo,34,São Paulo,R. Nova Louza,08:00:00,22:00:00,-23.595057,-46.619975,America/Sao_Paulo
633,h22sb,Brazil,24,São Paulo,34,São Paulo,R. Galvão Bueno,08:00:00,23:00:00,-23.560976,-46.634941,America/Sao_Paulo
634,7ejuy,Brazil,24,São Paulo,34,São Paulo,R. Custodio Serrao,10:00:00,20:00:00,-23.511367,-46.74754,America/Sao_Paulo
642,8l5un,China,36,Beijing,NULL,Beijing,AA,NULL,NULL,9999.999999,9999.999999,Asia/Shanghai
645,n2tki,Brazil,24,São Paulo,34,Santo Andre,"Av. Industrial, Jardim, Santo ",10:00:00,22:00:00,-23.646696,-46.533807,America/Sao_Paulo
646,44hjo,Brazil,24,São Paulo,34,São Paulo,"Av. Pereira Barreto, Santo And",10:00:00,22:00:00,-23.667868,-46.533604,America/Sao_Paulo
647,swfh7,Brazil,24,São Paulo,34,São Paulo,"Av. do Contorno, Itaquera",11:00:00,22:00:00,-23.539221,-46.470767,America/Sao_Paulo
648,etqyz,Brazil,24,São Paulo,34,Santos,R. Alexandre Martins,10:00:00,22:00:00,-23.976827,-46.310282,America/Sao_Paulo
649,659et,Brazil,24,São Paulo,34,Suzano,R. 7 de Setembro,10:00:00,23:30:00,-23.542874,-46.318409,America/Sao_Paulo
650,oo0vp,Brazil,24,São Paulo,34,Tamboré,Av. Piracema,10:00:00,22:00:00,-23.504158,-46.833735,America/Sao_Paulo
651,y7iyl,Brazil,24,São Paulo,34,Taubaté,Av. Dom Pedro,10:00:00,23:00:00,-23.046962,-45.590494,America/Sao_Paulo
652,bhdfi,Brazil,24,São Paulo,34,Taubaté,Av. Charles Schnneider,10:00:00,23:00:00,-23.024051,-45.582022,America/Sao_Paulo
656,11ldh,Belgium,191,Brussels,94,Brussels,sdaSd,NULL,NULL,9999.999999,9999.999999,Europe/Brussels
665,mqls7,Ireland,196,Wicklow,89,Bray,Main St.,00:00:00,23:59:00,53.205039,-6.109287,Europe/Dublin
676,ynulq,Canada,195,Ontario,49,Toronto,Queens Quay,NULL,NULL,43.639271,-79.380623,America/Toronto
787,njetp,Canada,195,Quebec,46,Saint-Jérôme,rue st-georges,11:00:00,02:00:00,45.776476,-74.005182,America/Toronto
846,qiv0c,Canada,195,Quebec,46,Mirabel,Rue Saint-Jacques,11:00:00,03:00:00,45.634065,-73.986742,America/Toronto
849,b7uzl,Canada,195,Quebec,46,Sainte-Adèle,rue morin,16:00:00,23:00:00,45.951435,-74.138583,America/Toronto
850,655m3,Canada,195,Quebec,46,Saint-Jérôme,Rue Saint Georges,11:00:00,22:00:00,45.77559,-74.005157,America/Toronto
851,pdw05,Canada,195,Quebec,46,Montréal,Champlain blvd,06:00:00,03:00:00,45.426843,-73.609944,America/Toronto
852,wqmlq,Canada,195,Quebec,46,Montréal,Dollard,11:00:00,22:00:00,45.426661,-73.629771,America/Toronto
886,be2l1,Canada,195,Quebec,46,Montréal,85 saint Paul est,00:00:11,00:00:23,0,0,America/Toronto
888,ix1bk,Canada,195,Quebec,46,Montréal,Boul pie lX,08:00:00,03:00:00,45.579359,-73.620287,America/Toronto
890,pp1q1,Canada,195,Quebec,46,Montréal,Rue de Charleroi,11:00:00,03:00:00,45.596704,-73.633817,America/Toronto
892,qibna,Canada,195,Quebec,46,Montréal,8220 métropolitain est,00:00:11,00:00:21,0,0,America/Toronto
893,vyix7,Canada,195,Quebec,46,Montréal,6625 monk boulevard,00:00:08,00:00:03,0,0,America/Toronto
894,5ax0t,Canada,195,Quebec,46,Montréal,5910 boulevard monk,00:00:09,00:00:03,0,0,America/Toronto
895,j8w2z,Canada,195,Quebec,46,Montréal,4543 Parc avenue,00:00:10,00:00:03,0,0,America/Toronto
896,eqh72,Canada,195,Quebec,46,Montréal,rue Rachel Est,00:00:00,03:00:00,45.522552,-73.57769,America/Toronto
897,u5i68,Canada,195,Quebec,46,Montréal,431 rue McGill,00:00:00,00:00:03,0,0,America/Toronto
898,44904,Canada,195,Quebec,46,Montréal,rue Saint-Paul Ouest,00:00:00,23:00:00,45.503761,-73.557104,America/Toronto
899,elgjb,Canada,195,Quebec,46,Montréal,boul. St-laurent,17:00:00,03:00:00,45.51439,-73.57554,America/Toronto
900,rsuod,Canada,195,Quebec,46,Montréal,boul. St-Laurent,11:00:00,03:00:00,45.5139,-73.57229,America/Toronto
901,3b57k,Canada,195,Quebec,46,Montréal,ave. du Mont-Royal E.,15:00:00,03:00:00,45.52991,-73.581117,America/Toronto
902,1dl5m,Canada,195,Quebec,46,Montréal,rue St-Pierre,08:00:00,03:00:00,45.501524,-73.558867,America/Toronto
903,uemha,Canada,195,Quebec,46,Blainville,Boul. Curé Labelle,00:00:00,03:00:00,45.658408,-73.855273,America/Toronto
904,8f7mo,Canada,195,Quebec,46,Montréal,ave. du Mont-Royal Est.,16:00:00,03:00:00,45.531663,-73.577789,America/Toronto
905,tfzcl,Canada,195,Quebec,46,Lévis,route marie victorin,11:00:00,03:00:00,46.739565,-71.292097,America/Toronto
906,ltslu,Canada,195,Quebec,46,Montréal,Peel st.,08:00:00,03:00:00,45.499536,-73.574384,America/Toronto
907,30btj,Canada,195,Quebec,46,Montréal,1471 rue Crescent,00:00:11,00:00:02,0,0,America/Toronto
908,rteqh,Canada,195,Quebec,46,Montréal,Peel,11:00:00,03:00:00,45.499407,-73.574131,America/Toronto
910,0jm4p,Canada,195,Quebec,46,Montréal,1238 Bishop st.,00:00:00,00:00:03,0,0,America/Toronto
911,yrjjj,Canada,195,Quebec,46,Montréal,Bishop st.,10:00:00,03:00:00,0,0,America/Toronto
912,tbcf2,Canada,195,Quebec,46,Montréal,Avenue de Monkland,11:00:00,03:00:00,45.476098,-73.622682,America/Toronto
913,tgqn4,Canada,195,Quebec,46,Montréal,rue Prince-Arthur,11:00:00,03:00:00,45.513492,-73.572575,America/Toronto
914,wnbx0,Canada,195,Quebec,46,Québec,Lakeshore Boulevard,11:00:00,03:00:00,45.429187,-73.827408,America/Toronto
915,dyivs,Canada,195,Quebec,46,Montréal,De La Montagne st.,11:00:00,03:00:00,45.497342,-73.573363,America/Toronto
916,cj497,Canada,195,Quebec,46,Saint-Sauveur,rue principale,11:00:00,03:00:00,45.896524,-74.156778,America/Toronto
917,a4r86,Canada,195,Quebec,46,Chateauguay,boul. Salaberry,11:00:00,03:00:00,45.362502,-73.747218,America/Toronto
918,v3vhh,Canada,195,Quebec,46,Montréal,rue des Seigneurs,11:00:00,03:00:00,45.486917,-73.567007,America/Toronto
919,nqg0r,Canada,195,Quebec,46,Montréal,Monkland st.,16:00:00,03:00:00,0,0,America/Toronto
920,nu3kg,Canada,195,Quebec,46,Montréal,rue Sainte-Catherine Oues,11:00:00,03:00:00,45.493588,-73.581919,America/Toronto
921,coibk,Canada,195,Quebec,46,Montréal,boul. Robert Bourassa,00:00:00,00:00:00,45.504562,-73.573979,America/Toronto
922,9iwg7,Canada,195,Quebec,46,Saint-Augustin-de-Desmaures,Route 138,11:00:00,03:00:00,46.746594,-71.456317,America/Toronto
923,hls0l,Canada,195,Quebec,46,Saint Romuald,Boulevard Guillaume-Coutu,08:00:00,03:00:00,46.75605,-71.233658,America/Toronto
924,mamyu,Canada,195,Quebec,46,Quebec,2360 ch. Ste-Foy,00:00:11,00:00:23,0,0,America/Toronto
925,hompq,Canada,195,Quebec,46,Montréal,7 place du commerce,11:00:00,22:00:00,45.47153,-73.582493,America/Toronto
926,9f3yt,Canada,195,Quebec,46,Saint-Georges,1ere Avenue,11:00:00,03:00:00,45.965016,-70.657705,America/Toronto
927,f6f3s,Canada,195,Quebec,46,Montréal,rue Notre-Dame Ouest,11:00:00,23:00:00,45.474682,-73.586833,America/Toronto
928,o70y1,Canada,195,Quebec,46,Montréal,1425 rue René-Lévesque O.,00:00:00,00:00:23,0,0,America/Toronto
929,16981,Canada,195,Quebec,46,Saint-Laurent,"Boulevard de Côte Vertu E12, QC, H4R 1Y8",09:00:00,23:00:00,45.499041,-73.706759,America/Toronto
931,b4o2v,Canada,195,Quebec,46,Montréal,6550 rue beaubien est,00:00:09,00:00:03,0,0,America/Toronto
932,fxknp,Canada,195,Quebec,46,Montréal,2137 Rosemont,00:00:10,00:00:03,0,0,America/Toronto
933,momdv,Canada,195,Quebec,46,Montréal,7880 rue Sherbrooke est,00:00:08,00:00:03,0,0,America/Toronto
934,s3wo0,Canada,195,Quebec,46,Québec,boul. Pierre-Bertrand,08:00:00,03:00:00,46.832086,-71.282065,America/Toronto
935,wl4ub,Canada,195,Quebec,46,Saint-Sauveur,Boul. Des Grandes Prairie,08:00:00,03:00:00,45.600036,-73.613077,America/Toronto
936,yjf9x,Canada,195,Quebec,46,Mirabel,14715 boul. du Curé Labelle,00:00:11,00:00:03,0,0,America/Toronto
937,7amdx,Canada,195,Quebec,46,Laval,Boul. des Laurentides,07:00:00,03:00:00,45.588152,-73.711977,America/Toronto
938,x7kg5,Canada,195,Quebec,46,Montréal,2683 rue Ontario. Est,00:00:15,00:00:03,0,0,America/Toronto
939,f8sdo,Canada,195,Quebec,46,Montréal,7507 boul. Décarie,00:00:11,00:00:03,0,0,America/Toronto
941,dbws2,Canada,195,Quebec,46,Laval,1323 boul. de la Concorde O.,00:00:08,00:00:21,0,0,America/Toronto
942,9j1r2,Canada,195,Quebec,46,Lachute,Ave. Béthany,08:00:00,00:00:00,45.640611,-74.329404,America/Toronto
943,lqb2r,Canada,195,Quebec,46,Terrebonne,1383 rue Grande Allée,00:00:15,00:00:15,0,0,America/Toronto
949,txdnd,Canada,195,Quebec,46,Montréal,rue Sainte-Catherine est,09:30:00,03:00:00,45.546218,-73.539195,America/Toronto
950,wert1,Canada,195,Quebec,46,Montréal,6296 Papineau,00:00:11,00:00:03,0,0,America/Toronto
959,zeeyg,Canada,195,Quebec,46,Ste-marthe sur le Corona,2905,00:00:10,00:00:03,0,0,America/Toronto
961,yxicg,Canada,195,Quebec,46,Montréal,Chateauguay,08:00:00,03:00:00,45.359573,-73.764457,America/Toronto
968,1ejgk,Canada,195,Quebec,46,Montréal,805 Boul. Décarie,11:00:00,03:00:00,0,0,America/Toronto
973,aszoq,Canada,195,Quebec,46,Chertsey,"7750 rue Principale, Chertsey,",09:00:00,03:00:00,0,0,America/Toronto
974,ejkge,Canada,195,Quebec,46,Montréal,Jarry Est,11:00:00,03:00:00,45.543853,-73.630482,America/Toronto
976,52mv5,Canada,195,Quebec,46,Ste agathe des monts,Principle,08:00:00,03:00:00,45.543853,-73.630482,America/Toronto
977,qef09,Canada,195,Quebec,46,L'assomption,352 boulevard lange gardien,11:00:00,02:00:00,0,0,America/Toronto
981,jzt2v,Canada,195,Quebec,46,Montréal,Rue Jarry est,10:00:00,03:00:00,45.541021,-73.632056,America/Toronto
983,fmks4,Canada,195,Quebec,46,Chateauguay,Boulevard Saint-Jean-Baptiste,02:00:00,03:00:00,45.359314,-73.716813,America/Toronto
985,1sya9,Canada,195,Quebec,46,Vaudreuil-Dorion,Rue Dutrisac,10:00:00,03:00:00,45.403643,-74.038622,America/Toronto
1009,q6m5a,Canada,195,Quebec,46,Ste anne de bellevue,76 rue ste anne,11:00:00,03:00:00,45.403214,-73.950888,America/Toronto
1011,2a54o,Brazil,24,São Paulo,34,3,uyuykyuk,15:00:00,15:00:00,0,0,UTC
1012,nadfr,Canada,195,Quebec,46,Lachine,1er Avenue,10:00:00,03:00:00,45.444595,-73.66814,America/Toronto
1014,5f0xs,Canada,195,Quebec,46,ile bizard,337 cherrier,06:00:00,03:00:00,0,0,America/Toronto
1021,9rcat,Canada,195,Quebec,46,Montréal,7505 Boul Decarie,09:00:00,03:00:00,0,0,America/Toronto
1022,m41li,Canada,195,Quebec,46,Montréal,Crescent  st.,14:00:00,03:00:00,45.497741,-73.579488,America/Toronto
1023,3l23x,Canada,195,Quebec,46,Mirabel,Boul. de Versailles,11:00:00,22:00:00,45.679571,-73.920812,America/Toronto
1024,t3pyr,Canada,195,Quebec,46,St Etienne de lauzon,Route Lagueux,11:00:00,03:00:00,46.650735,-71.309888,America/Toronto
1025,zpt2l,Canada,195,Quebec,46,Lévis,Avenue Taniata,09:00:00,03:00:00,46.728642,-71.207576,America/Toronto
1029,linjf,China,36,Beijing,NULL,Beijing,Gong Ren Ti Yu Chang Bei Lu,11:00:00,03:00:00,39.931832,116.456558,Asia/Shanghai
