id,bar_id,nd,hour,total_sales
150597287,423,2018-08-01,21,46.00
150597288,423,2018-08-01,21,23.75
150597289,423,2018-08-01,21,12.75
150597290,423,2018-08-01,21,38.50
150597291,423,2018-08-01,21,41.75
150597292,423,2018-08-01,21,27.00
150597293,423,2018-08-01,21,27.00
150597294,423,2018-08-01,21,27.00
150597295,423,2018-08-01,23,35.50
150597296,423,2018-08-01,23,7.00
150597297,423,2018-08-01,23,40.00
150597298,423,2018-08-01,22,53.00
150597299,423,2018-08-01,22,50.00
150597300,423,2018-08-01,22,65.00
150597301,423,2018-08-01,22,47.00
150597302,423,2018-08-01,22,32.50
150597303,423,2018-08-01,23,30.00
150597304,423,2018-08-01,23,22.00
150597305,423,2018-08-01,0,9.50
150597306,423,2018-08-01,0,16.00
150597307,423,2018-08-01,22,21.50
150597308,423,2018-08-01,23,18.50
150700802,423,2018-08-01,22,6.00
150700803,423,2018-08-01,0,11.25
150700804,423,2018-08-01,23,86.50
150700805,423,2018-08-01,23,39.50
150700806,423,2018-08-01,0,32.00
150700807,423,2018-08-01,22,24.00
150700808,423,2018-08-01,22,28.50
150700809,423,2018-08-01,22,24.00
150700810,423,2018-08-01,22,20.50
150700811,423,2018-08-01,23,53.00
150700812,423,2018-08-01,23,45.75
150700813,423,2018-08-01,21,65.75
150700814,423,2018-08-01,20,108.30
150700815,423,2018-08-01,21,37.82
150700816,423,2018-08-01,23,32.94
150700817,423,2018-08-01,0,13.50
150700818,423,2018-08-01,21,46.50
150700819,423,2018-08-01,0,11.00
150700820,423,2018-08-01,0,17.00
150700821,423,2018-08-01,0,11.00
150700822,423,2018-08-01,0,11.00
150700823,423,2018-08-01,0,11.00
150700824,423,2018-08-01,0,11.00
150700825,423,2018-08-01,0,0.00
150700826,423,2018-08-01,0,0.00
150700827,423,2018-08-01,23,20.00
150700828,423,2018-08-01,23,6.00
150700829,423,2018-08-01,1,7.50
150700830,423,2018-08-01,0,24.00
150700831,423,2018-08-01,0,18.00
150700832,423,2018-08-01,23,79.00
150700833,423,2018-08-01,0,25.50
150700834,423,2018-08-01,22,0.00
150700835,423,2018-08-01,22,0.00
150700836,423,2018-08-01,22,0.00
150700837,423,2018-08-01,20,26.00
150700838,423,2018-08-01,19,0.00
150700839,423,2018-08-01,0,29.26
150700840,423,2018-08-01,0,28.51
150700841,423,2018-08-01,1,10.50
150700842,423,2018-08-01,0,53.25
150813905,423,2018-08-01,0,31.25
150813906,423,2018-08-01,0,13.75
150813907,423,2018-08-01,1,7.50
150813908,423,2018-08-01,0,123.50
150814622,423,2018-08-01,21,8.75
150814623,423,2018-08-01,21,33.00
150814624,423,2018-08-01,22,18.00
150814625,423,2018-08-01,22,23.00
150814626,423,2018-08-01,22,22.00
150814627,423,2018-08-01,22,27.00
150814628,423,2018-08-01,22,45.50
150814629,423,2018-08-01,22,6.50
150814630,423,2018-08-01,22,32.50
150814631,423,2018-08-01,22,10.00
150814633,423,2018-08-01,22,33.00
150814634,423,2018-08-01,21,20.50
150814635,423,2018-08-01,21,23.00
150814636,423,2018-08-01,21,5.50
150814637,423,2018-08-01,21,26.75
150814638,423,2018-08-01,22,83.00
150814639,423,2018-08-01,22,16.00
150814640,423,2018-08-01,22,32.50
150814641,423,2018-08-01,22,13.50
150814642,423,2018-08-01,22,59.50
150814643,423,2018-08-01,22,22.75
150814644,423,2018-08-01,22,33.25
150814645,423,2018-08-01,22,20.50
150814646,423,2018-08-01,22,39.00
150814647,423,2018-08-01,22,22.25
150814648,423,2018-08-01,22,32.00
150814649,423,2018-08-01,23,89.00
150814650,423,2018-08-01,23,46.00
150814651,423,2018-08-01,23,37.50
150814652,423,2018-08-01,23,113.00
150814653,423,2018-08-01,22,35.50
150814654,423,2018-08-01,23,72.00
150814655,423,2018-08-01,23,44.50
150814656,423,2018-08-01,1,0.00
150814657,423,2018-08-01,22,6.50
150814658,423,2018-08-01,0,23.50
150814659,423,2018-08-01,0,26.75
150814660,423,2018-08-01,0,25.00
150814661,423,2018-08-01,2,6.75
150814662,423,2018-08-01,0,76.50
150814663,423,2018-08-01,1,15.00
150814664,423,2018-08-01,22,45.50
150814665,423,2018-08-01,22,40.50
150814666,423,2018-08-01,22,32.00
150814667,423,2018-08-01,22,36.75
150814668,423,2018-08-01,22,33.75
150814669,423,2018-08-01,22,26.75
150814670,423,2018-08-01,2,13.90
150814671,423,2018-08-01,22,0.00
150932444,423,2018-08-01,23,25.00
150932445,423,2018-08-01,23,25.00
150932446,423,2018-08-01,23,26.00
150932447,423,2018-08-01,23,46.50
150932448,423,2018-08-01,23,16.50
150932449,423,2018-08-01,23,32.50
150932450,423,2018-08-01,23,31.50
150932451,423,2018-08-01,23,22.00
150932452,423,2018-08-01,23,19.00
150932453,423,2018-08-01,23,19.00
150932454,423,2018-08-01,23,31.00
150932455,423,2018-08-01,23,15.50
150932456,423,2018-08-01,23,49.50
150932457,423,2018-08-01,23,15.50
150932458,423,2018-08-01,23,33.50
150932459,423,2018-08-01,23,34.50
150932460,423,2018-08-01,23,34.50
150932461,423,2018-08-01,1,10.00
150932462,423,2018-08-01,1,7.75
150932463,423,2018-08-01,1,8.50
150932464,423,2018-08-01,23,25.25
150932465,423,2018-08-01,23,25.25
150932466,423,2018-08-01,23,25.25
150932467,423,2018-08-01,23,25.25
150932468,423,2018-08-01,23,26.34
150932469,423,2018-08-01,23,26.34
150932470,423,2018-08-01,23,27.25
150932471,423,2018-08-01,23,32.50
150932472,423,2018-08-01,23,21.50
150932473,423,2018-08-01,23,27.25
150932474,423,2018-08-01,23,21.50
150932475,423,2018-08-01,23,30.00
150932476,423,2018-08-01,23,33.50
150932477,423,2018-08-01,2,6.50
150932478,423,2018-08-01,0,4.50
150932479,423,2018-08-01,23,0.00
150932480,423,2018-08-01,1,0.00
150932481,423,2018-08-01,3,27.00
150932482,423,2018-08-01,23,54.00
150932483,423,2018-08-01,2,20.00
150932484,423,2018-08-01,2,25.50
150932486,423,2018-08-01,2,14.00
150932487,423,2018-08-01,2,12.75
151134403,423,2018-08-01,2,21.50
151134404,423,2018-08-01,3,20.00
151134405,423,2018-08-01,3,16.50
151134406,423,2018-08-01,2,10.00
151134407,423,2018-08-01,2,7.00
151134408,423,2018-08-01,2,10.00
151134409,423,2018-08-01,3,6.50
151134410,423,2018-08-01,1,22.52
151134411,423,2018-08-01,2,18.75
151134412,423,2018-08-01,3,8.50
151134413,423,2018-08-01,3,7.25
151134414,423,2018-08-01,4,7.50
151134415,423,2018-08-01,4,7.50
151134416,423,2018-08-01,3,10.00
151134417,423,2018-08-01,3,10.00
151134418,423,2018-08-01,1,48.50
151134419,423,2018-08-01,1,63.75
151134420,423,2018-08-01,3,7.50
151134421,423,2018-08-01,3,7.50
151134422,423,2018-08-01,3,17.00
151134423,423,2018-08-01,3,7.50
151134424,423,2018-08-01,2,14.00
151134425,423,2018-08-01,2,14.00
151134426,423,2018-08-01,4,6.75
151134427,423,2018-08-01,3,10.00
151134428,423,2018-08-01,3,13.00
151134429,423,2018-08-01,3,9.75
151134430,423,2018-08-01,3,4.87
151134431,423,2018-08-01,3,10.00
151134432,423,2018-08-01,3,10.00
151134433,423,2018-08-01,1,32.15
151134434,423,2018-08-01,4,9.00
151134435,423,2018-08-01,4,9.00
151134436,423,2018-08-01,4,15.00
151134437,423,2018-08-01,4,10.00
151134438,423,2018-08-01,4,10.00
151134439,423,2018-08-01,4,17.50
151134440,423,2018-08-01,4,12.00
151233790,423,2018-08-01,1,64.50
151233792,423,2018-08-01,4,28.50
151233793,423,2018-08-01,4,27.19
151233794,423,2018-08-01,3,45.00
151233795,423,2018-08-01,3,44.50
151233796,423,2018-08-01,3,13.00
151233798,423,2018-08-01,3,26.00
151233799,423,2018-08-01,3,19.50
151233800,423,2018-08-01,3,29.50
151233802,423,2018-08-01,5,56.50
151333811,423,2018-08-01,6,22.50
151333812,423,2018-08-01,5,6.00
151333814,423,2018-08-01,5,91.80
151333815,423,2018-08-01,3,104.50
151333819,423,2018-08-01,4,71.40
151333820,423,2018-08-01,1,0.00
151333822,423,2018-08-01,4,0.00
151333823,423,2018-08-01,1,0.00
152201618,423,2018-08-02,15,17.00
152201619,423,2018-08-02,15,17.00
152201620,423,2018-08-02,15,18.00
152201621,423,2018-08-02,16,22.00
152201622,423,2018-08-02,16,16.00
152201623,423,2018-08-02,16,26.00
152201624,423,2018-08-02,16,26.00
152201625,423,2018-08-02,16,16.00
152201626,423,2018-08-02,16,18.00
152201627,423,2018-08-02,16,32.00
152201628,423,2018-08-02,16,56.00
152280517,423,2018-08-02,16,34.00
152280518,423,2018-08-02,16,14.00
152280519,423,2018-08-02,16,13.00
152280520,423,2018-08-02,16,16.00
152280521,423,2018-08-02,16,20.00
152280522,423,2018-08-02,16,20.00
152280523,423,2018-08-02,16,17.00
152280524,423,2018-08-02,16,21.00
152280525,423,2018-08-02,16,18.00
152280526,423,2018-08-02,16,18.00
152280527,423,2018-08-02,16,20.00
152280528,423,2018-08-02,16,19.00
152280529,423,2018-08-02,16,24.00
152280530,423,2018-08-02,16,24.50
152280531,423,2018-08-02,17,17.00
152280532,423,2018-08-02,17,17.00
152280533,423,2018-08-02,17,16.00
152280534,423,2018-08-02,16,54.50
152280535,423,2018-08-02,17,28.00
152280536,423,2018-08-02,17,33.00
152280537,423,2018-08-02,17,29.00
152280538,423,2018-08-02,16,153.00
152439920,423,2018-08-02,18,11.00
152439921,423,2018-08-02,18,11.00
152439922,423,2018-08-02,18,11.00
152439923,423,2018-08-02,18,7.25
152439924,423,2018-08-02,18,7.50
152439925,423,2018-08-02,20,3.00
152439926,423,2018-08-02,19,15.50
152537799,423,2018-08-02,18,28.00
152537800,423,2018-08-02,18,28.00
152537801,423,2018-08-02,19,29.00
152537802,423,2018-08-02,20,3.25
152537803,423,2018-08-02,20,17.50
152537804,423,2018-08-02,20,6.00
152537805,423,2018-08-02,20,22.00
152537806,423,2018-08-02,20,162.75
152537807,423,2018-08-02,21,17.25
152589113,423,2018-08-02,21,20.50
152589114,423,2018-08-02,21,7.50
152589115,423,2018-08-02,20,5.50
152589116,423,2018-08-02,19,11.00
152589117,423,2018-08-02,19,20.00
152589118,423,2018-08-02,21,30.00
152589119,423,2018-08-02,21,10.00
152589120,423,2018-08-02,21,26.75
152589121,423,2018-08-02,21,10.00
152589122,423,2018-08-02,21,10.00
152589123,423,2018-08-02,21,5.50
152589124,423,2018-08-02,21,15.00
152589125,423,2018-08-02,21,8.00
152589126,423,2018-08-02,20,37.00
152589127,423,2018-08-02,21,7.50
152589128,423,2018-08-02,21,21.25
152589129,423,2018-08-02,21,23.00
152589130,423,2018-08-02,21,5.50
152632438,423,2018-08-02,20,16.50
152632439,423,2018-08-02,20,16.50
152632440,423,2018-08-02,21,33.25
152632441,423,2018-08-02,21,19.50
152632442,423,2018-08-02,21,2.25
152632443,423,2018-08-02,21,11.50
152632444,423,2018-08-02,21,3.00
152632445,423,2018-08-02,22,17.50
152632446,423,2018-08-02,21,5.50
152632447,423,2018-08-02,21,9.00
152632448,423,2018-08-02,21,10.50
152632449,423,2018-08-02,21,14.00
152632450,423,2018-08-02,21,32.00
152632452,423,2018-08-02,21,14.00
152632453,423,2018-08-02,21,14.00
152632454,423,2018-08-02,21,19.75
152632455,423,2018-08-02,21,17.25
152632456,423,2018-08-02,21,16.00
152632457,423,2018-08-02,21,36.00
152632458,423,2018-08-02,22,24.00
152632459,423,2018-08-02,22,17.00
152632460,423,2018-08-02,21,27.75
152632461,423,2018-08-02,21,14.00
152632462,423,2018-08-02,21,196.00
152632463,423,2018-08-02,21,14.00
152632464,423,2018-08-02,22,17.88
152632465,423,2018-08-02,22,17.88
152632466,423,2018-08-02,21,30.00
152632467,423,2018-08-02,20,15.00
152632468,423,2018-08-02,21,11.00
152632469,423,2018-08-02,21,67.00
152632470,423,2018-08-02,21,6.75
152632471,423,2018-08-02,21,43.75
152632472,423,2018-08-02,21,22.50
152632473,423,2018-08-02,21,8.50
152632474,423,2018-08-02,21,22.50
152632475,423,2018-08-02,21,8.75
152632476,423,2018-08-02,22,9.00
152632477,423,2018-08-02,22,44.00
152632478,423,2018-08-02,21,16.50
152632479,423,2018-08-02,21,11.00
152632480,423,2018-08-02,22,7.50
152632481,423,2018-08-02,22,20.50
152632482,423,2018-08-02,20,4.50
152632483,423,2018-08-02,20,30.75
152632484,423,2018-08-02,20,30.50
152632485,423,2018-08-02,21,14.50
152632486,423,2018-08-02,21,11.00
152632487,423,2018-08-02,21,7.00
152632585,423,2018-08-02,21,13.50
152632586,423,2018-08-02,21,9.00
152632587,423,2018-08-02,21,7.50
152632588,423,2018-08-02,21,22.00
152632589,423,2018-08-02,21,7.50
152632590,423,2018-08-02,21,7.50
152632591,423,2018-08-02,21,11.00
152701385,423,2018-08-02,20,26.00
152701386,423,2018-08-02,20,14.00
152701387,423,2018-08-02,20,11.00
152701388,423,2018-08-02,20,9.75
152701389,423,2018-08-02,21,11.00
152701390,423,2018-08-02,21,15.25
152701391,423,2018-08-02,21,20.00
152701392,423,2018-08-02,21,20.40
152701393,423,2018-08-02,21,11.25
152701394,423,2018-08-02,20,22.50
152701395,423,2018-08-02,20,23.50
152701396,423,2018-08-02,21,16.50
152701397,423,2018-08-02,21,15.00
152701398,423,2018-08-02,22,15.00
152701399,423,2018-08-02,22,16.50
152701400,423,2018-08-02,22,5.17
152701401,423,2018-08-02,22,5.17
152701402,423,2018-08-02,22,5.17
152701403,423,2018-08-02,21,5.50
152701404,423,2018-08-02,22,15.00
152701405,423,2018-08-02,21,7.50
152701406,423,2018-08-02,21,23.50
152701407,423,2018-08-02,21,7.50
152701408,423,2018-08-02,22,10.00
152701409,423,2018-08-02,21,15.00
152701410,423,2018-08-02,21,23.75
152701411,423,2018-08-02,21,6.00
152701412,423,2018-08-02,21,27.00
152701413,423,2018-08-02,22,14.00
152701414,423,2018-08-02,21,20.50
152701415,423,2018-08-02,21,33.00
152701416,423,2018-08-02,21,33.00
152701417,423,2018-08-02,21,8.50
152701418,423,2018-08-02,21,26.00
152701419,423,2018-08-02,21,24.75
152701420,423,2018-08-02,21,5.50
152701421,423,2018-08-02,21,15.00
152701422,423,2018-08-02,21,24.00
152701423,423,2018-08-02,23,23.75
152701424,423,2018-08-02,23,25.75
152701425,423,2018-08-02,22,33.25
152701426,423,2018-08-02,22,41.50
152701427,423,2018-08-02,22,32.00
152701428,423,2018-08-02,22,26.75
152701429,423,2018-08-02,22,31.00
152701430,423,2018-08-02,22,20.75
152701431,423,2018-08-02,0,50.00
152754325,423,2018-08-02,21,51.50
152754326,423,2018-08-02,21,15.75
152754327,423,2018-08-02,21,23.00
152754328,423,2018-08-02,21,60.00
152754329,423,2018-08-02,19,7.50
152754330,423,2018-08-02,22,8.75
152754331,423,2018-08-02,22,26.25
152754332,423,2018-08-02,22,49.80
152754333,423,2018-08-02,22,29.75
152754334,423,2018-08-02,21,28.00
152754335,423,2018-08-02,21,33.50
152754336,423,2018-08-02,21,21.75
152754337,423,2018-08-02,21,54.00
152754338,423,2018-08-02,21,33.25
152754339,423,2018-08-02,0,15.00
152754340,423,2018-08-02,21,32.75
152754341,423,2018-08-02,21,30.00
152754342,423,2018-08-02,21,34.00
152754343,423,2018-08-02,21,45.25
152754344,423,2018-08-02,21,46.00
152754345,423,2018-08-02,21,31.00
152754346,423,2018-08-02,21,77.50
152754347,423,2018-08-02,22,16.75
152754348,423,2018-08-02,22,6.50
152754350,423,2018-08-02,1,10.00
152754351,423,2018-08-02,23,26.00
152754352,423,2018-08-02,23,31.50
152754353,423,2018-08-02,23,19.50
152754354,423,2018-08-02,23,39.75
152754355,423,2018-08-02,21,69.50
152754356,423,2018-08-02,21,105.00
152754357,423,2018-08-02,23,59.50
152754358,423,2018-08-02,23,42.00
152754359,423,2018-08-02,23,10.00
152754361,423,2018-08-02,0,41.00
152754362,423,2018-08-02,0,28.00
152754363,423,2018-08-02,0,26.50
152754364,423,2018-08-02,0,38.00
152754365,423,2018-08-02,0,23.50
152754366,423,2018-08-02,21,60.60
152754367,423,2018-08-02,21,14.50
152754368,423,2018-08-02,21,38.50
152754369,423,2018-08-02,21,25.70
152754370,423,2018-08-02,21,15.30
152754371,423,2018-08-02,23,52.00
152754372,423,2018-08-02,23,22.00
152754373,423,2018-08-02,21,0.00
152754374,423,2018-08-02,1,16.25
152754648,423,2018-08-02,19,15.00
152754649,423,2018-08-02,19,7.50
152754650,423,2018-08-02,19,8.75
152754651,423,2018-08-02,19,5.50
152754652,423,2018-08-02,19,5.50
152754653,423,2018-08-02,21,5.50
152754654,423,2018-08-02,21,6.25
152754655,423,2018-08-02,20,38.00
152754656,423,2018-08-02,20,29.00
152754657,423,2018-08-02,20,29.00
152754658,423,2018-08-02,20,5.50
152754659,423,2018-08-02,22,7.50
152754660,423,2018-08-02,21,7.50
152754661,423,2018-08-02,21,25.38
152754662,423,2018-08-02,21,25.38
152754663,423,2018-08-02,23,26.00
152754664,423,2018-08-02,20,38.00
152754665,423,2018-08-02,23,28.25
152754666,423,2018-08-02,23,23.00
152754667,423,2018-08-02,23,54.50
152754668,423,2018-08-02,22,44.50
152754669,423,2018-08-02,22,32.00
152754670,423,2018-08-02,23,20.00
152754671,423,2018-08-02,23,10.00
152754672,423,2018-08-02,23,30.00
152754673,423,2018-08-02,23,30.00
152754674,423,2018-08-02,21,14.00
152754675,423,2018-08-02,21,16.00
152754676,423,2018-08-02,21,14.00
152754677,423,2018-08-02,21,14.00
152754678,423,2018-08-02,21,20.00
152754679,423,2018-08-02,21,32.00
152754680,423,2018-08-02,21,30.00
152754682,423,2018-08-02,20,17.55
152754683,423,2018-08-02,19,0.00
152754684,423,2018-08-02,0,0.00
152754685,423,2018-08-02,20,118.25
152842717,423,2018-08-02,22,20.50
152842718,423,2018-08-02,22,27.00
152842719,423,2018-08-02,22,30.50
152842720,423,2018-08-02,22,29.50
152842721,423,2018-08-02,22,31.00
152842722,423,2018-08-02,22,37.50
152842723,423,2018-08-02,22,43.00
152842724,423,2018-08-02,22,38.00
152842725,423,2018-08-02,22,44.50
152842726,423,2018-08-02,22,14.00
152842727,423,2018-08-02,20,34.75
152842728,423,2018-08-02,20,11.75
152842729,423,2018-08-02,20,29.00
152842730,423,2018-08-02,20,25.00
152842731,423,2018-08-02,20,37.25
152842732,423,2018-08-02,20,26.50
152842733,423,2018-08-02,20,33.50
152842734,423,2018-08-02,22,17.88
152842735,423,2018-08-02,22,10.13
152842736,423,2018-08-02,21,25.75
152842737,423,2018-08-02,21,32.00
152842738,423,2018-08-02,21,10.00
152842739,423,2018-08-02,21,23.34
152842740,423,2018-08-02,21,62.84
152842741,423,2018-08-02,21,40.34
152842742,423,2018-08-02,0,6.75
152842743,423,2018-08-02,0,62.25
152842744,423,2018-08-02,1,52.00
152842745,423,2018-08-02,0,35.75
152842746,423,2018-08-02,0,18.00
152842747,423,2018-08-02,0,6.50
152842748,423,2018-08-02,0,23.50
152842749,423,2018-08-02,0,27.75
152842750,423,2018-08-02,1,15.50
152842751,423,2018-08-02,1,39.00
152842752,423,2018-08-02,1,33.50
152842753,423,2018-08-02,1,20.00
152842754,423,2018-08-02,1,20.00
152842755,423,2018-08-02,0,25.00
152842756,423,2018-08-02,2,10.70
152842757,423,2018-08-02,0,24.25
152842758,423,2018-08-02,0,24.25
152842759,423,2018-08-02,21,22.50
152842760,423,2018-08-02,21,22.50
152842761,423,2018-08-02,23,32.00
152842762,423,2018-08-02,23,24.00
152842763,423,2018-08-02,20,0.00
152928503,423,2018-08-02,2,7.31
152928504,423,2018-08-02,1,21.00
152928505,423,2018-08-02,3,18.00
152928506,423,2018-08-02,3,22.50
152928507,423,2018-08-02,2,6.75
152928508,423,2018-08-02,1,31.00
152928509,423,2018-08-02,1,33.00
152928510,423,2018-08-02,1,52.00
152928511,423,2018-08-02,3,19.00
152928512,423,2018-08-02,3,7.50
152928513,423,2018-08-02,2,26.00
152928514,423,2018-08-02,2,20.00
152928515,423,2018-08-02,2,13.00
152928516,423,2018-08-02,3,35.50
152928517,423,2018-08-02,1,30.00
152928518,423,2018-08-02,1,33.00
152928519,423,2018-08-02,2,30.00
152928520,423,2018-08-02,2,28.00
152928521,423,2018-08-02,2,20.25
152928522,423,2018-08-02,2,13.50
152928523,423,2018-08-02,2,3.00
152928524,423,2018-08-02,3,25.10
152928525,423,2018-08-02,0,0.00
152928526,423,2018-08-02,3,7.00
152928527,423,2018-08-02,1,42.50
152928528,423,2018-08-02,3,15.00
152928529,423,2018-08-02,3,25.00
153050407,423,2018-08-02,0,24.00
153050408,423,2018-08-02,0,7.50
153050409,423,2018-08-02,0,52.00
153050410,423,2018-08-02,23,37.50
153050411,423,2018-08-02,23,26.50
153050412,423,2018-08-02,23,13.50
153050413,423,2018-08-02,23,39.75
153050414,423,2018-08-02,0,13.00
153050415,423,2018-08-02,0,13.00
153050416,423,2018-08-02,23,25.67
153050417,423,2018-08-02,23,69.34
153050418,423,2018-08-02,1,20.00
153050419,423,2018-08-02,1,20.00
153050420,423,2018-08-02,1,8.00
153050421,423,2018-08-02,1,32.50
153050422,423,2018-08-02,1,7.50
153050423,423,2018-08-02,1,6.50
153050424,423,2018-08-02,1,21.25
153050425,423,2018-08-02,1,16.50
153050426,423,2018-08-02,1,30.50
153050429,423,2018-08-02,2,10.00
153050430,423,2018-08-02,2,5.50
153050431,423,2018-08-02,2,6.50
153050432,423,2018-08-02,2,6.50
153050433,423,2018-08-02,2,6.50
153050434,423,2018-08-02,1,13.50
153050435,423,2018-08-02,1,13.50
153050436,423,2018-08-02,1,7.50
153050437,423,2018-08-02,1,7.50
153050438,423,2018-08-02,4,13.50
153050439,423,2018-08-02,2,23.32
153050440,423,2018-08-02,1,38.25
153050441,423,2018-08-02,1,8.75
153050442,423,2018-08-02,1,36.25
153050443,423,2018-08-02,1,23.50
153050444,423,2018-08-02,1,7.50
153050445,423,2018-08-02,1,85.80
153050446,423,2018-08-02,1,114.90
153050447,423,2018-08-02,3,24.00
153050448,423,2018-08-02,0,31.87
153050449,423,2018-08-02,2,40.50
153050450,423,2018-08-02,5,15.00
153050451,423,2018-08-02,5,7.00
153050452,423,2018-08-02,0,0.00
153050453,423,2018-08-02,4,0.00
153050454,423,2018-08-02,5,7.50
153050455,423,2018-08-02,5,6.00
153050456,423,2018-08-02,5,7.50
153050716,423,2018-08-02,0,50.00
153050717,423,2018-08-02,0,21.00
153050718,423,2018-08-02,0,5.62
153050719,423,2018-08-02,2,15.25
153050720,423,2018-08-02,2,5.50
153050721,423,2018-08-02,2,20.00
153050722,423,2018-08-02,3,40.40
153050723,423,2018-08-02,2,30.00
153050724,423,2018-08-02,2,30.00
153050725,423,2018-08-02,3,7.50
153050726,423,2018-08-02,3,6.50
153050727,423,2018-08-02,2,53.25
153050728,423,2018-08-02,3,13.00
153050729,423,2018-08-02,1,30.75
153050730,423,2018-08-02,1,20.00
153050731,423,2018-08-02,3,25.00
153050732,423,2018-08-02,4,14.50
153131965,423,2018-08-02,2,24.38
153131966,423,2018-08-02,2,24.38
153131967,423,2018-08-02,2,14.00
153131968,423,2018-08-02,2,48.00
153131969,423,2018-08-02,2,9.75
153131970,423,2018-08-02,4,14.50
153131971,423,2018-08-02,4,14.50
153131972,423,2018-08-02,4,6.50
153131973,423,2018-08-02,4,10.00
153131974,423,2018-08-02,4,34.50
153131975,423,2018-08-02,5,22.00
153131976,423,2018-08-02,5,7.50
153131977,423,2018-08-02,5,6.00
153131978,423,2018-08-02,5,7.50
153131979,423,2018-08-02,4,41.55
153131980,423,2018-08-02,6,18.00
153131981,423,2018-08-02,6,12.00
153178299,423,2018-08-02,6,6.00
153178300,423,2018-08-02,6,7.50
153178301,423,2018-08-02,4,81.17
153178302,423,2018-08-02,5,43.87
153178303,423,2018-08-02,5,15.00
153178304,423,2018-08-02,6,15.00
153178305,423,2018-08-02,6,13.50
153178306,423,2018-08-02,6,7.50
153178307,423,2018-08-02,6,16.50
153178308,423,2018-08-02,1,0.00
153178309,423,2018-08-02,1,0.00
153178310,423,2018-08-02,4,0.00
153178311,423,2018-08-02,2,0.00
153178312,423,2018-08-02,2,10.50
153178313,423,2018-08-02,1,10.50
149585946,915,2018-08-01,15,4.35
149585947,915,2018-08-01,15,47.66
149585948,915,2018-08-01,16,46.09
149712808,915,2018-08-01,16,19.96
149712809,915,2018-08-01,16,20.35
149712810,915,2018-08-01,16,20.83
149856005,915,2018-08-01,18,12.40
149856006,915,2018-08-01,18,13.71
149993124,915,2018-08-01,15,20.83
149993125,915,2018-08-01,16,17.00
149993126,915,2018-08-01,16,17.00
149993127,915,2018-08-01,17,20.83
149993129,915,2018-08-01,18,13.92
149993130,915,2018-08-01,18,21.00
149993131,915,2018-08-01,19,7.83
149993132,915,2018-08-01,19,45.58
149993133,915,2018-08-01,19,14.35
149993134,915,2018-08-01,19,20.88
149993135,915,2018-08-01,19,8.48
150127234,915,2018-08-01,20,31.32
150127235,915,2018-08-01,20,23.22
150127236,915,2018-08-01,20,13.05
150288769,915,2018-08-01,19,41.87
150351479,915,2018-08-01,20,116.54
150351480,915,2018-08-01,21,41.83
150351481,915,2018-08-01,21,18.33
150351482,915,2018-08-01,21,49.36
150351483,915,2018-08-01,21,18.33
150461613,915,2018-08-01,22,59.23
150461614,915,2018-08-01,22,101.93
150461615,915,2018-08-01,22,7.83
150461616,915,2018-08-01,23,51.00
150461617,915,2018-08-01,23,24.40
150584061,915,2018-08-01,22,24.22
150584062,915,2018-08-01,23,50.45
150584063,915,2018-08-01,22,27.96
150584064,915,2018-08-01,22,18.96
150693443,915,2018-08-01,20,85.26
150693444,915,2018-08-01,21,51.80
