id,item_id,order_id,bar_product_id,qty,total_price
3432938986,NULL,150700805,1130379,1.00,9.75
3432938989,NULL,150700805,2250037,1.00,10.00
3432938991,NULL,150700806,2481459,4.00,32.00
3432938993,NULL,150700807,1630671,1.00,14.00
3432938994,NULL,150700807,2250037,1.00,10.00
3432938996,NULL,150700808,1130379,1.00,9.75
3432938997,NULL,150700808,2249663,1.00,10.00
3432938999,NULL,150700808,1431951,1.00,8.75
3432939000,NULL,150700809,1630671,1.00,14.00
3432939001,NULL,150700809,2250037,1.00,10.00
3432939002,NULL,150700810,309940,1.00,4.50
3432939003,NULL,150700810,1127440,1.00,16.00
3432939004,NULL,150700811,1151553,1.00,10.00
3432939005,NULL,150700811,1152062,1.00,10.00
3432939006,NULL,150700811,1128637,1.00,17.00
3432939007,NULL,150700811,1127440,1.00,16.00
3432939008,NULL,150700812,1151553,1.00,10.00
3432939009,NULL,150700812,1127810,1.00,9.75
3432939010,NULL,150700812,1127440,1.00,16.00
3432939011,NULL,150700812,1068777,1.00,10.00
3432939012,NULL,150700813,364121,1.00,6.00
3432939013,NULL,150700813,2462400,1.00,9.75
3432939014,NULL,150700813,1128637,1.00,17.00
3432939015,NULL,150700813,2253727,1.00,33.00
3432939016,NULL,150700814,311646,4.00,14.80
3432939017,NULL,150700814,348166,3.00,22.50
3432939018,NULL,150700814,348166,1.00,7.50
3432939019,NULL,150700814,309959,4.00,30.00
3432939020,NULL,150700814,309959,2.00,15.00
3432939021,NULL,150700814,310475,2.00,7.00
3432939022,NULL,150700814,371093,1.00,6.00
3432939023,NULL,150700814,3191842,1.00,5.50
3432939024,NULL,150700815,310098,2.00,16.00
3432939025,NULL,150700815,309737,3.00,10.50
3432939026,NULL,150700815,2754294,3.00,18.00
3432939027,NULL,150700816,309737,3.00,10.50
3432939028,NULL,150700816,348160,1.00,5.50
3432939029,NULL,150700816,348160,2.00,13.00
3432939030,NULL,150700816,1130379,1.00,9.75
3432939031,NULL,150700817,1127485,1.00,18.00
3432939032,NULL,150700818,1151553,1.00,10.00
3432939033,NULL,150700818,2462894,1.00,14.00
3432939034,NULL,150700818,309635,1.00,6.50
3432939035,NULL,150700818,1127440,1.00,16.00
3432939036,NULL,150700819,2250035,0.33,11.00
3432939037,NULL,150700820,364121,1.00,6.00
3432939038,NULL,150700820,2250035,0.33,11.00
3432939039,NULL,150700821,2250035,0.33,11.00
3432939040,NULL,150700822,2250035,0.33,11.00
3432939041,NULL,150700823,2250035,0.33,11.00
3432939042,NULL,150700824,2250035,0.33,11.00
3432939043,NULL,150700825,1127485,1.00,18.00
3432939044,NULL,150700826,309775,1.00,7.50
3432939045,NULL,150700827,1632469,1.00,14.00
3432939046,NULL,150700827,2754294,1.00,6.00
3432939047,NULL,150700828,2754294,1.00,6.00
3432939048,NULL,150700829,348166,1.00,7.50
3432939049,NULL,150700830,2754294,4.00,24.00
3432939050,NULL,150700831,2754294,3.00,18.00
3432939051,NULL,150700832,309752,2.00,15.00
3432939052,NULL,150700832,1127754,1.00,27.00
3432939053,NULL,150700832,345732,1.00,7.00
3432939054,NULL,150700832,1152059,1.00,10.00
3432939055,NULL,150700832,1068777,1.00,10.00
3432939056,NULL,150700832,2250758,1.00,10.00
3432939057,NULL,150700833,310138,2.00,17.00
3432939058,NULL,150700833,2479504,1.00,8.50
3432939059,NULL,150700834,309773,1.00,7.50
3432939060,NULL,150700834,345732,1.00,7.00
3432939061,NULL,150700834,2250759,1.00,33.00
3432939062,NULL,150700835,1097277,1.00,6.25
3432939063,NULL,150700835,348160,1.00,5.50
3432939064,NULL,150700836,311115,1.00,6.50
3432939065,NULL,150700836,2754294,2.00,12.00
3432939066,NULL,150700836,2754294,1.00,6.00
3432939067,NULL,150700837,311646,5.00,18.50
3432939068,NULL,150700837,310475,8.00,28.00
3432939069,NULL,150700837,3191842,1.00,5.50
3432939070,NULL,150700838,309852,1.00,6.50
3432939071,NULL,150700838,348160,1.00,6.50
3432939072,NULL,150700838,309775,1.00,7.50
3432939073,NULL,150700838,348161,1.00,7.50
3432939074,NULL,150700838,309773,1.00,7.50
3432939075,NULL,150700839,312240,1.00,9.50
3432939076,NULL,150700839,371093,0.50,3.00
3432939077,NULL,150700839,1127575,0.50,4.88
3432939078,NULL,150700839,1630671,0.50,7.00
3432939079,NULL,150700839,1130379,0.50,4.88
3432939080,NULL,150700840,371093,0.50,3.00
3432939081,NULL,150700840,1127575,0.50,4.88
3432939082,NULL,150700840,1630671,0.50,7.00
3432939083,NULL,150700840,1130379,0.50,4.88
3432939084,NULL,150700840,1431951,1.00,8.75
3432939085,NULL,150700841,2462894,1.00,14.00
3432939086,NULL,150700842,1630677,2.00,28.00
3432939087,NULL,150700842,1127484,1.00,9.75
3432939088,NULL,150700842,2468345,1.00,15.50
3433844346,NULL,150813905,348166,1.00,7.50
3433844350,NULL,150813905,2468345,0.50,7.75
3433844352,NULL,150813905,1127440,1.00,16.00
3433844354,NULL,150813906,2754294,1.00,6.00
3433844356,NULL,150813906,2468345,0.50,7.75
3433844358,NULL,150813907,309775,1.00,7.50
3433844362,NULL,150813908,309940,1.00,4.50
3433844365,NULL,150813908,2462894,1.00,14.00
3433844367,NULL,150813908,1127485,1.00,18.00
3433844368,NULL,150813908,309773,1.00,7.50
3433844369,NULL,150813908,1632623,1.00,9.75
3433844370,NULL,150813908,2462895,1.00,9.75
3433844371,NULL,150813908,1152059,2.00,20.00
3433844372,NULL,150813908,1152399,2.00,20.00
3433844373,NULL,150813908,2250037,2.00,20.00
3433851792,NULL,150814622,309791,1.00,8.75
3433851793,NULL,150814623,2249503,1.00,33.00
3433851794,NULL,150814624,348160,1.00,5.50
3433851795,NULL,150814624,348160,1.00,6.50
3433851796,NULL,150814624,371093,1.00,6.00
3433851797,NULL,150814625,348160,2.00,11.00
3433851798,NULL,150814625,371093,0.50,3.00
3433851799,NULL,150814625,1127485,0.50,9.00
3433851800,NULL,150814626,371093,0.50,3.00
3433851801,NULL,150814626,1127485,0.50,9.00
3433851802,NULL,150814626,2250758,1.00,10.00
3433851803,NULL,150814627,1152062,1.00,10.00
3433851804,NULL,150814627,1128637,1.00,17.00
3433851805,NULL,150814628,1160675,1.00,8.50
3433851806,NULL,150814628,1127754,1.00,27.00
3433851807,NULL,150814628,2250037,1.00,10.00
3433851808,NULL,150814629,309748,1.00,6.50
3433851809,NULL,150814630,348160,2.00,11.00
3433851810,NULL,150814630,348160,1.00,6.50
3433851811,NULL,150814630,2463301,1.00,15.00
3433851812,NULL,150814631,1151553,1.00,10.00
3433851813,NULL,150814633,348161,2.00,15.00
3433851814,NULL,150814633,1127485,1.00,18.00
3433851815,NULL,150814634,348160,1.00,5.50
3433851816,NULL,150814634,348161,2.00,15.00
3433851817,NULL,150814635,309791,1.00,8.75
3433851818,NULL,150814635,309994,1.00,8.25
3433851819,NULL,150814635,1127794,1.00,6.00
3433851820,NULL,150814636,348160,1.00,5.50
3433851821,NULL,150814637,309791,1.00,8.75
3433851822,NULL,150814637,309994,1.00,8.25
3433851823,NULL,150814637,1130379,1.00,9.75
3433851824,NULL,150814638,2249503,1.00,33.00
3433851825,NULL,150814638,309748,2.00,13.00
3433851826,NULL,150814638,1127754,1.00,27.00
3433851827,NULL,150814638,1152059,1.00,10.00
3433851828,NULL,150814639,1151553,1.00,10.00
3433851829,NULL,150814639,371093,1.00,6.00
3433851830,NULL,150814640,310138,1.00,8.50
3433851831,NULL,150814640,1630671,1.00,14.00
3433851832,NULL,150814640,957611,1.00,10.00
3433851833,NULL,150814641,348166,1.00,7.50
3433851834,NULL,150814641,371093,1.00,6.00
3433851835,NULL,150814642,310098,1.00,8.00
3433851836,NULL,150814642,348160,1.00,5.50
3433851837,NULL,150814642,1128716,1.00,46.00
3433851838,NULL,150814643,1630671,1.00,14.00
3433851839,NULL,150814643,1431951,1.00,8.75
3433851840,NULL,150814644,364121,1.00,6.00
3433851841,NULL,150814644,311339,1.00,7.25
3433851842,NULL,150814644,2250037,2.00,20.00
3433851843,NULL,150814645,1630677,1.00,14.00
3433851844,NULL,150814645,309748,1.00,6.50
3433851845,NULL,150814646,1630671,1.00,14.00
3433851846,NULL,150814646,309773,1.00,7.50
3433851847,NULL,150814646,309773,1.00,7.50
3433851848,NULL,150814646,1152059,1.00,10.00
3433851849,NULL,150814647,309348,1.00,7.00
3433851850,NULL,150814647,309748,1.00,5.50
3433851851,NULL,150814647,1127810,1.00,9.75
3433851852,NULL,150814648,348166,2.00,15.00
3433851853,NULL,150814648,1128637,1.00,17.00
3433851854,NULL,150814649,1151553,1.00,10.00
3433851855,NULL,150814649,1152062,1.00,10.00
3433851856,NULL,150814649,2249503,1.00,33.00
3433851857,NULL,150814649,2462894,1.00,14.00
3433851858,NULL,150814649,365279,1.00,6.00
3433851859,NULL,150814649,1127440,1.00,16.00
3433851860,NULL,150814650,1630677,0.50,7.00
3433851861,NULL,150814650,371093,1.00,6.00
3433851862,NULL,150814650,1128716,0.50,23.00
3433851863,NULL,150814650,2250758,1.00,10.00
3433851864,NULL,150814651,1630677,0.50,7.00
3433851865,NULL,150814651,348166,1.00,7.50
3433851866,NULL,150814651,1128716,0.50,23.00
3433851867,NULL,150814652,364121,1.00,6.00
3433851868,NULL,150814652,1194784,1.00,46.00
3433851869,NULL,150814652,1128637,1.00,17.00
3433851870,NULL,150814652,1127754,1.00,27.00
3433851871,NULL,150814652,330663,2.00,17.00
3433851872,NULL,150814653,1630677,1.00,14.00
3433851873,NULL,150814653,348160,1.00,6.50
3433851874,NULL,150814653,309773,1.00,7.50
3433851875,NULL,150814653,309773,1.00,7.50
3433851876,NULL,150814654,1630671,1.00,14.00
3433851877,NULL,150814654,1127754,1.00,27.00
3433851878,NULL,150814654,2466448,2.00,31.00
3433851879,NULL,150814655,309748,2.00,11.00
3433851880,NULL,150814655,309748,1.00,6.50
3433851881,NULL,150814655,1127754,1.00,27.00
3433851882,NULL,150814656,309752,1.00,7.50
3433851883,NULL,150814657,348160,1.00,6.50
3433851884,NULL,150814658,1107525,2.00,13.50
3433851885,NULL,150814658,957611,1.00,10.00
3433851886,NULL,150814659,1130345,1.00,7.00
3433851887,NULL,150814659,1632623,1.00,9.75
3433851888,NULL,150814659,1152059,1.00,10.00
3433851889,NULL,150814660,309773,1.00,7.50
3433851890,NULL,150814660,2462895,1.00,9.75
3433851891,NULL,150814660,310148,1.00,7.75
3433851892,NULL,150814661,310881,1.00,6.75
3433851893,NULL,150814662,2462894,2.00,28.00
3433851894,NULL,150814662,309775,3.00,22.50
3433851895,NULL,150814662,1127440,1.00,16.00
3433851896,NULL,150814662,2249663,1.00,10.00
3433851897,NULL,150814663,309773,2.00,15.00
3433851898,NULL,150814664,310098,1.00,8.00
3433851899,NULL,150814664,309959,3.00,22.50
3433851900,NULL,150814664,2463301,1.00,15.00
3433851901,NULL,150814665,310916,3.00,21.00
3433851902,NULL,150814665,1127484,1.00,9.75
3433851903,NULL,150814665,1130379,1.00,9.75
3433851904,NULL,150814666,309959,1.00,7.50
3433851905,NULL,150814666,309959,1.00,7.50
3433851906,NULL,150814666,1128637,1.00,17.00
3433851907,NULL,150814667,310098,1.00,8.00
3433851908,NULL,150814667,310916,1.00,7.00
3433851909,NULL,150814667,364121,1.00,6.00
3433851910,NULL,150814667,371093,1.00,6.00
3433851911,NULL,150814667,2462895,1.00,9.75
3433851912,NULL,150814668,311841,1.00,0.00
3433851913,NULL,150814668,309635,2.00,11.00
3433851914,NULL,150814668,309635,2.00,13.00
3433851915,NULL,150814668,1127810,1.00,9.75
3433851916,NULL,150814669,310138,1.00,8.50
3433851917,NULL,150814669,310138,1.00,8.50
3433851918,NULL,150814669,1127575,1.00,9.75
3433851919,NULL,150814670,311646,2.00,7.40
3433851920,NULL,150814670,348160,1.00,6.50
3433851921,NULL,150814671,371093,1.00,6.00
3434806135,NULL,150932444,2463301,1.00,15.00
3434806136,NULL,150932444,2250758,1.00,10.00
3434806137,NULL,150932445,2463301,1.00,15.00
3434806138,NULL,150932445,1068777,1.00,10.00
3434806139,NULL,150932446,940615,1.00,10.00
3434806140,NULL,150932446,1127440,1.00,16.00
3434806141,NULL,150932447,1151553,1.00,10.00
3434806142,NULL,150932447,1131863,1.00,9.25
3434806143,NULL,150932447,1131863,1.00,9.25
3434806144,NULL,150932447,1127485,1.00,18.00
3434806145,NULL,150932448,2250759,0.50,16.50
3434806146,NULL,150932449,1127440,1.00,16.00
3434806147,NULL,150932449,2250759,0.50,16.50
3434806148,NULL,150932450,2462894,1.00,14.00
3434806149,NULL,150932450,309775,1.00,7.50
3434806150,NULL,150932450,957611,1.00,10.00
3434806151,NULL,150932451,371093,1.00,6.00
3434806152,NULL,150932451,365279,1.00,6.00
3434806153,NULL,150932451,1152059,1.00,10.00
3434806154,NULL,150932452,1127754,0.50,13.50
3434806155,NULL,150932452,312127,1.00,5.50
3434806156,NULL,150932453,1127754,0.50,13.50
3434806157,NULL,150932453,309734,1.00,5.50
3434806158,NULL,150932454,2466446,2.00,31.00
3434806159,NULL,150932455,2466446,1.00,15.50
3434806160,NULL,150932456,1127485,1.00,18.00
3434806161,NULL,150932456,2468345,1.00,15.50
3434806162,NULL,150932456,1127440,1.00,16.00
3434806163,NULL,150932457,2468345,1.00,15.50
3434806164,NULL,150932458,1127485,1.00,18.00
3434806165,NULL,150932458,2468345,1.00,15.50
3434806166,NULL,150932459,2249503,0.50,16.50
3434806167,NULL,150932459,1127485,1.00,18.00
3434806168,NULL,150932460,2249503,0.50,16.50
3434806169,NULL,150932460,1127485,1.00,18.00
3434806170,NULL,150932461,1152399,1.00,10.00
3434806171,NULL,150932462,2466751,1.00,7.75
3434806172,NULL,150932463,2479504,1.00,8.50
3434806173,NULL,150932464,364121,0.25,1.50
3434806174,NULL,150932464,1128716,0.25,11.50
3434806175,NULL,150932464,1127440,0.25,4.00
3434806176,NULL,150932464,2250759,0.25,8.25
3434806177,NULL,150932465,364121,0.25,1.50
3434806178,NULL,150932465,1128716,0.25,11.50
3434806179,NULL,150932465,1127440,0.25,4.00
3434806180,NULL,150932465,2250759,0.25,8.25
3434806181,NULL,150932466,364121,0.25,1.50
3434806182,NULL,150932466,1128716,0.25,11.50
3434806183,NULL,150932466,1127440,0.25,4.00
3434806184,NULL,150932466,2250759,0.25,8.25
3434806185,NULL,150932467,364121,0.25,1.50
3434806186,NULL,150932467,1128716,0.25,11.50
3434806187,NULL,150932467,1127440,0.25,4.00
3434806188,NULL,150932467,2250759,0.25,8.25
3434806189,NULL,150932468,1128716,0.33,15.34
3434806190,NULL,150932468,2250035,0.33,11.00
3434806191,NULL,150932469,1128716,0.33,15.34
3434806192,NULL,150932469,2250035,0.33,11.00
3434806193,NULL,150932470,1127575,0.33,3.25
3434806194,NULL,150932470,1127810,0.33,3.25
3434806195,NULL,150932470,1127484,0.33,3.25
3434806196,NULL,150932470,2462895,0.33,3.25
3434806197,NULL,150932470,1130379,0.33,3.25
3434806198,NULL,150932470,2250035,0.33,11.00
3434806199,NULL,150932471,940615,1.00,10.00
3434806200,NULL,150932471,364121,1.00,6.00
3434806201,NULL,150932471,348160,1.00,6.50
3434806202,NULL,150932471,957611,1.00,10.00
3434806203,NULL,150932472,348160,1.00,6.50
3434806204,NULL,150932472,348166,1.00,7.50
3434806205,NULL,150932472,348166,1.00,7.50
3434806206,NULL,150932473,348160,3.00,19.50
3434806207,NULL,150932473,2250604,1.00,7.75
3434806210,NULL,150932474,348160,1.00,6.50
3434806213,NULL,150932474,309775,1.00,7.50
3434806216,NULL,150932474,348161,1.00,7.50
3434806217,NULL,150932475,348161,4.00,30.00
3434806218,NULL,150932476,348160,3.00,19.50
3434806219,NULL,150932476,345732,2.00,14.00
3434806221,NULL,150932477,348160,1.00,6.50
3434806225,NULL,150932478,365279,1.00,6.00
3434806229,NULL,150932479,1128716,0.33,15.34
3434806233,NULL,150932480,3198130,3.00,25.50
3434806237,NULL,150932481,2466447,1.00,13.50
3434806242,NULL,150932481,2474762,1.00,13.50
3434806244,NULL,150932482,1131863,1.00,9.25
3434806245,NULL,150932482,1133934,3.00,18.00
3434806246,NULL,150932482,1127575,1.00,9.75
3434806247,NULL,150932482,1128637,1.00,17.00
3434806248,NULL,150932483,1151553,1.00,10.00
3434806250,NULL,150932483,2250037,1.00,10.00
3434806253,NULL,150932484,310098,1.00,8.00
3434806255,NULL,150932484,348166,1.00,7.50
3434806256,NULL,150932484,2250758,1.00,10.00
3434806257,NULL,150932486,309748,1.00,6.50
3434806258,NULL,150932486,1151550,1.00,7.50
3434806259,NULL,150932487,1068406,1.00,12.75
3436565509,NULL,151134403,319016,1.00,11.75
3436565510,NULL,151134403,311008,1.00,9.75
3436565511,NULL,151134404,1151553,1.00,10.00
3436565512,NULL,151134404,1152059,1.00,10.00
3436565513,NULL,151134405,364122,1.00,6.50
3436565514,NULL,151134405,1151553,1.00,10.00
3436565515,NULL,151134406,957611,1.00,10.00
3436565516,NULL,151134407,1130345,1.00,7.00
3436565517,NULL,151134408,1152399,1.00,10.00
3436565518,NULL,151134409,348160,1.00,6.50
3436565519,NULL,151134410,309737,2.00,7.00
3436565520,NULL,151134410,348160,3.00,19.50
3436565521,NULL,151134411,957611,1.00,10.00
3436565522,NULL,151134411,1431951,1.00,8.75
3436565523,NULL,151134412,310138,1.00,8.50
3436565524,NULL,151134413,310924,1.00,7.25
3436565525,NULL,151134414,309752,1.00,7.50
3436565526,NULL,151134415,309752,1.00,7.50
3436565527,NULL,151134416,1151553,1.00,10.00
3436565528,NULL,151134417,1152062,1.00,10.00
3436565529,NULL,151134418,1127485,1.00,18.00
3436565530,NULL,151134418,309734,1.00,5.50
3436565531,NULL,151134418,2579022,0.50,25.00
3436565532,NULL,151134419,1130568,1.00,8.75
3436565533,NULL,151134419,371093,1.00,6.00
3436565534,NULL,151134419,2462399,1.00,24.00
3436565535,NULL,151134419,2579022,0.50,25.00
3436565536,NULL,151134420,309752,1.00,7.50
3436565537,NULL,151134421,309773,1.00,7.50
3436565538,NULL,151134422,330663,2.00,17.00
3436565539,NULL,151134423,348161,1.00,7.50
3436565540,NULL,151134424,348160,1.00,6.50
3436565541,NULL,151134424,309773,1.00,7.50
3436565542,NULL,151134425,348160,1.00,6.50
3436565543,NULL,151134425,348161,1.00,7.50
3436565544,NULL,151134426,310881,1.00,6.75
3436565545,NULL,151134427,1109553,1.00,10.00
3436565546,NULL,151134428,348160,2.00,13.00
3436565547,NULL,151134429,348160,2.00,13.00
3436565548,NULL,151134430,348160,1.00,6.50
3436565549,NULL,151134431,1151553,1.00,10.00
3436565550,NULL,151134432,2249663,1.00,10.00
3436565551,NULL,151134433,348156,2.00,7.40
3436565552,NULL,151134433,309958,2.00,9.00
3436565553,NULL,151134433,311682,2.00,7.40
3436565554,NULL,151134433,348160,1.00,6.50
3436565555,NULL,151134433,1127754,1.00,27.00
